"year","month","day","past_sale_1","past_sale_2","past_sale_3","current_sales"
2009,6,22,3.81,3.82,3.915,3.96
2009,6,19,3.82,3.915,3.96,4.02
2009,6,18,3.915,3.96,4.02,4.14
2009,6,17,3.96,4.02,4.14,3.99
2009,6,16,4.02,4.14,3.99,4.145
2009,6,15,4.14,3.99,4.145,3.82
2009,6,12,3.99,4.145,3.82,3.605
2009,6,11,4.145,3.82,3.605,3.555
2009,6,10,3.82,3.605,3.555,3.56
2009,6,9,3.605,3.555,3.56,3.53
2009,6,8,3.555,3.56,3.53,3.525
2009,6,5,3.56,3.53,3.525,3.515
2009,6,4,3.53,3.525,3.515,3.77
2009,6,3,3.525,3.515,3.77,3.77
2009,6,2,3.515,3.77,3.77,4.04
2009,6,1,3.77,3.77,4.04,3.9
2009,5,29,3.77,4.04,3.9,3.92
2009,5,28,4.04,3.9,3.92,3.595
2009,5,27,3.9,3.92,3.595,3.49
2009,5,26,3.92,3.595,3.49,3.405
2009,5,22,3.595,3.49,3.405,3.405
2009,5,21,3.49,3.405,3.405,3.65
2009,5,20,3.405,3.405,3.65,3.795
2009,5,19,3.405,3.65,3.795,3.96
2009,5,18,3.65,3.795,3.96,4.025
2009,5,15,3.795,3.96,4.025,4.05
2009,5,14,3.96,4.025,4.05,4.08
2009,5,13,4.025,4.05,4.08,4.39
2009,5,12,4.05,4.08,4.39,4.37
2009,5,11,4.08,4.39,4.37,4.25
2009,5,8,4.39,4.37,4.25,4.17
2009,5,7,4.37,4.25,4.17,3.965
2009,5,6,4.25,4.17,3.965,3.7
2009,5,5,4.17,3.965,3.7,3.615
2009,5,4,3.965,3.7,3.615,3.455
2009,5,1,3.7,3.615,3.455,3.315
2009,4,30,3.615,3.455,3.315,3.245
2009,4,29,3.455,3.315,3.245,3.42
2009,4,28,3.315,3.245,3.42,3.265
2009,4,27,3.245,3.42,3.265,3.205
2009,4,24,3.42,3.265,3.205,3.325
2009,4,23,3.265,3.205,3.325,3.43
2009,4,22,3.205,3.325,3.43,3.495
2009,4,21,3.325,3.43,3.495,3.465
2009,4,20,3.43,3.495,3.465,3.52
2009,4,17,3.495,3.465,3.52,3.52
2009,4,16,3.465,3.52,3.52,3.565
2009,4,15,3.52,3.52,3.565,3.605
2009,4,14,3.52,3.565,3.605,3.58
2009,4,13,3.565,3.605,3.58,3.465
2009,4,9,3.605,3.58,3.465,3.565
2009,4,8,3.58,3.465,3.565,3.51
2009,4,7,3.465,3.565,3.51,3.59
2009,4,6,3.565,3.51,3.59,3.735
2009,4,3,3.51,3.59,3.735,3.67
2009,4,2,3.59,3.735,3.67,3.675
2009,4,1,3.735,3.67,3.675,3.58
2009,3,31,3.67,3.675,3.58,3.605
2009,3,30,3.675,3.58,3.605,3.685
2009,3,27,3.58,3.605,3.685,3.715
2009,3,26,3.605,3.685,3.715,4.035
2009,3,25,3.685,3.715,4.035,3.76
2009,3,23,3.715,4.035,3.76,4.18
2009,3,20,4.035,3.76,4.18,3.98
2009,3,19,3.76,4.18,3.98,3.82
2009,3,18,4.18,3.98,3.82,3.76
2009,3,17,3.98,3.82,3.76,3.78
2009,3,16,3.82,3.76,3.78,3.795
2009,3,13,3.76,3.78,3.795,3.93
2009,3,12,3.78,3.795,3.93,3.855
2009,3,11,3.795,3.93,3.855,3.87
2009,3,10,3.93,3.855,3.87,3.865
2009,3,9,3.855,3.87,3.865,3.87
2009,3,6,3.87,3.865,3.87,3.95
2009,3,5,3.865,3.87,3.95,4.24
2009,3,4,3.87,3.95,4.24,4.21
2009,3,3,3.95,4.24,4.21,4.425
2009,3,2,4.24,4.21,4.425,4.395
2009,2,27,4.21,4.425,4.395,4.035
2009,2,26,4.425,4.395,4.035,4.065
2009,2,25,4.395,4.035,4.065,4.21
2009,2,24,4.035,4.065,4.21,4.24
2009,2,23,4.065,4.21,4.24,4.24
2009,2,20,4.21,4.24,4.24,4.185
2009,2,19,4.24,4.24,4.185,4.415
2009,2,18,4.24,4.185,4.415,4.29
2009,2,17,4.185,4.415,4.29,4.37
2009,2,13,4.415,4.29,4.37,4.595
2009,2,12,4.29,4.37,4.595,4.69
2009,2,11,4.37,4.595,4.69,4.675
2009,2,10,4.595,4.69,4.675,4.825
2009,2,9,4.69,4.675,4.825,4.76
2009,2,6,4.675,4.825,4.76,4.72
2009,2,5,4.825,4.76,4.72,4.855
2009,2,4,4.76,4.72,4.855,5.01
2009,2,3,4.72,4.855,5.01,5.04
2009,2,2,4.855,5.01,5.04,4.565
2009,1,30,5.01,5.04,4.565,4.76
2009,1,29,5.04,4.565,4.76,4.82
2009,1,28,4.565,4.76,4.82,4.795
2009,1,27,4.76,4.82,4.795,4.76
2009,1,26,4.82,4.795,4.76,4.615
2009,1,23,4.795,4.76,4.615,4.745
2009,1,22,4.76,4.615,4.745,4.705
2009,1,21,4.615,4.745,4.705,4.89
2009,1,20,4.745,4.705,4.89,4.845
2009,1,16,4.705,4.89,4.845,5.09
2009,1,15,4.89,4.845,5.09,5.27
2009,1,14,4.845,5.09,5.27,5.42
2009,1,13,5.09,5.27,5.42,5.615
2009,1,12,5.27,5.42,5.615,5.6
2009,1,9,5.42,5.615,5.6,5.585
2009,1,8,5.615,5.6,5.585,5.83
2009,1,7,5.6,5.585,5.83,5.89
2009,1,6,5.585,5.83,5.89,6.095
2009,1,5,5.83,5.89,6.095,5.835
2009,1,2,5.89,6.095,5.835,5.435
2008,12,31,6.095,5.835,5.435,5.62
2008,12,30,5.835,5.435,5.62,5.715
2008,12,29,5.435,5.62,5.715,5.85
2008,12,24,5.62,5.715,5.85,5.435
2008,12,23,5.715,5.85,5.435,5.4
2008,12,22,5.85,5.435,5.4,5.405
2008,12,19,5.435,5.4,5.405,5.675
2008,12,18,5.4,5.405,5.675,5.6
2008,12,17,5.405,5.675,5.6,5.57
2008,12,16,5.675,5.6,5.57,5.74
2008,12,15,5.6,5.57,5.74,5.755
2008,12,12,5.57,5.74,5.755,5.57
2008,12,11,5.74,5.755,5.57,5.835
2008,12,10,5.755,5.57,5.835,5.695
2008,12,9,5.57,5.835,5.695,5.705
2008,12,8,5.835,5.695,5.705,5.66
2008,12,5,5.695,5.705,5.66,5.975
2008,12,4,5.705,5.66,5.975,6.55
2008,12,3,5.66,5.975,6.55,6.49
2008,12,2,5.975,6.55,6.49,6.685
2008,12,1,6.55,6.49,6.685,6.515
2008,11,26,6.49,6.685,6.515,6.445
2008,11,25,6.685,6.515,6.445,6.695
2008,11,24,6.515,6.445,6.695,6.845
2008,11,21,6.445,6.695,6.845,6.605
2008,11,20,6.695,6.845,6.605,6.76
2008,11,19,6.845,6.605,6.76,6.785
2008,11,18,6.605,6.76,6.785,6.715
2008,11,17,6.76,6.785,6.715,6.55
2008,11,14,6.785,6.715,6.55,6.31
2008,11,13,6.715,6.55,6.31,6.29
2008,11,12,6.55,6.31,6.29,6.615
2008,11,11,6.31,6.29,6.615,6.97
2008,11,10,6.29,6.615,6.97,7.06
2008,11,7,6.615,6.97,7.06,6.615
2008,11,6,6.97,7.06,6.615,6.87
2008,11,5,7.06,6.615,6.87,6.95
2008,11,4,6.615,6.87,6.95,6.82
2008,11,3,6.87,6.95,6.82,6.45
2008,10,31,6.95,6.82,6.45,6.17
2008,10,30,6.82,6.45,6.17,6.725
2008,10,29,6.45,6.17,6.725,6.57
2008,10,28,6.17,6.725,6.57,6.425
2008,10,27,6.725,6.57,6.425,6.27
2008,10,24,6.57,6.425,6.27,6.285
2008,10,23,6.425,6.27,6.285,6.6
2008,10,22,6.27,6.285,6.6,6.96
2008,10,21,6.285,6.6,6.96,6.805
2008,10,20,6.6,6.96,6.805,6.99
2008,10,17,6.96,6.805,6.99,6.75
2008,10,16,6.805,6.99,6.75,6.64
2008,10,15,6.99,6.75,6.64,6.625
2008,10,14,6.75,6.64,6.625,6.71
2008,10,13,6.64,6.625,6.71,6.62
2008,10,10,6.625,6.71,6.62,6.52
2008,10,9,6.71,6.62,6.52,6.69
2008,10,8,6.62,6.52,6.69,6.605
2008,10,7,6.52,6.69,6.605,6.76
2008,10,6,6.69,6.605,6.76,6.89
2008,10,3,6.605,6.76,6.89,7.18
2008,10,2,6.76,6.89,7.18,7.535
2008,10,1,6.89,7.18,7.535,7.46
2008,9,30,7.18,7.535,7.46,7.205
2008,9,29,7.535,7.46,7.205,7.14
2008,9,26,7.46,7.205,7.14,7.45
2008,9,25,7.205,7.14,7.45,7.58
2008,9,24,7.14,7.45,7.58,8.01
2008,9,23,7.45,7.58,8.01,7.895
2008,9,22,7.58,8.01,7.895,7.675
2008,9,19,8.01,7.895,7.675,7.85
2008,9,18,7.895,7.675,7.85,8.105
2008,9,17,7.675,7.85,8.105,7.775
2008,9,16,7.85,8.105,7.775,7.77
2008,9,15,8.105,7.775,7.77,8.02
2008,9,12,7.775,7.77,8.02,8.02
2008,9,11,7.77,8.02,8.02,7.82
2008,9,10,8.02,8.02,7.82,7.67
2008,9,9,8.02,7.82,7.67,7.265
2008,9,8,7.82,7.67,7.265,7.705
2008,9,5,7.67,7.265,7.705,7.405
2008,9,4,7.265,7.705,7.405,7.25
2008,9,3,7.705,7.405,7.25,7.23
2008,9,2,7.405,7.25,7.23,8.22
2008,8,29,7.25,7.23,8.22,8.22
2008,8,28,7.23,8.22,8.22,8.26
2008,8,27,8.22,8.22,8.26,8.47
2008,8,26,8.22,8.26,8.47,8.035
2008,8,25,8.26,8.47,8.035,7.605
2008,8,22,8.47,8.035,7.605,7.92
2008,8,21,8.035,7.605,7.92,8.06
2008,8,20,7.605,7.92,8.06,8.025
2008,8,19,7.92,8.06,8.025,7.84
2008,8,18,8.06,8.025,7.84,7.805
2008,8,15,8.025,7.84,7.805,7.815
2008,8,14,7.84,7.805,7.815,8.165
2008,8,13,7.805,7.815,8.165,8.055
2008,8,12,7.815,8.165,8.055,8.19
2008,8,11,8.165,8.055,8.19,8.195
2008,8,8,8.055,8.19,8.195,8.22
2008,8,7,8.19,8.195,8.22,8.74
2008,8,6,8.195,8.22,8.74,8.69
2008,8,5,8.22,8.74,8.69,8.635
2008,8,4,8.74,8.69,8.635,9.17
2008,8,1,8.69,8.635,9.17,9.135
2008,7,31,8.635,9.17,9.135,9.23
2008,7,30,9.17,9.135,9.23,9.015
2008,7,29,9.135,9.23,9.015,9.155
2008,7,28,9.23,9.015,9.155,9.255
2008,7,25,9.015,9.155,9.255,9.32
2008,7,24,9.155,9.255,9.32,9.735
2008,7,23,9.255,9.32,9.735,9.95
2008,7,22,9.32,9.735,9.95,10.13
2008,7,21,9.735,9.95,10.13,10.525
2008,7,18,9.95,10.13,10.525,10.515
2008,7,17,10.13,10.525,10.515,11.15
2008,7,16,10.525,10.515,11.15,11.215
2008,7,15,10.515,11.15,11.215,11.775
2008,7,14,11.15,11.215,11.775,11.64
2008,7,11,11.215,11.775,11.64,11.995
2008,7,10,11.775,11.64,11.995,11.775
2008,7,9,11.64,11.995,11.775,12.115
2008,7,8,11.995,11.775,12.115,12.44
2008,7,7,11.775,12.115,12.44,12.875
2008,7,3,12.115,12.44,12.875,13.045
2008,7,2,12.44,12.875,13.045,13.275
2008,7,1,12.875,13.045,13.275,13.265
2008,6,30,13.045,13.275,13.265,13.155
2008,6,27,13.275,13.265,13.155,13.08
2008,6,26,13.265,13.155,13.08,12.695
2008,6,25,13.155,13.08,12.695,12.765
2008,6,24,13.08,12.695,12.765,12.99
2008,6,23,12.695,12.765,12.99,12.94
2008,6,20,12.765,12.99,12.94,12.805
2008,6,19,12.99,12.94,12.805,13.01
2008,6,18,12.94,12.805,13.01,12.935
2008,6,17,12.805,13.01,12.935,12.82
2008,6,16,13.01,12.935,12.82,12.72
2008,6,13,12.935,12.82,12.72,12.5
2008,6,12,12.82,12.72,12.5,12.575
2008,6,11,12.72,12.5,12.575,12.515
2008,6,10,12.5,12.575,12.515,12.7
2008,6,9,12.575,12.515,12.7,12.715
2008,6,6,12.515,12.7,12.715,12.715
2008,6,5,12.7,12.715,12.715,12.465
2008,6,4,12.715,12.715,12.465,12.215
2008,6,3,12.715,12.465,12.215,12.275
2008,6,2,12.465,12.215,12.275,11.9
2008,5,30,12.215,12.275,11.9,11.48
2008,5,29,12.275,11.9,11.48,11.74
2008,5,28,11.9,11.48,11.74,11.61
2008,5,27,11.48,11.74,11.61,11.845
2008,5,23,11.74,11.61,11.845,11.59
2008,5,22,11.61,11.845,11.59,11.54
2008,5,21,11.845,11.59,11.54,10.15
2008,5,20,11.59,11.54,10.15,11.005
2008,5,19,11.54,10.15,11.005,11.095
2008,5,16,10.15,11.005,11.095,11.245
2008,5,15,11.005,11.095,11.245,11.405
2008,5,14,11.095,11.245,11.405,11.49
2008,5,13,11.245,11.405,11.49,11.185
2008,5,12,11.405,11.49,11.185,11.37
2008,5,9,11.49,11.185,11.37,11.29
2008,5,8,11.185,11.37,11.29,11.32
2008,5,7,11.37,11.29,11.32,11.075
2008,5,6,11.29,11.32,11.075,11.12
2008,5,5,11.32,11.075,11.12,10.875
2008,5,2,11.075,11.12,10.875,10.48
2008,5,1,11.12,10.875,10.48,10.57
2008,4,30,10.875,10.48,10.57,10.66
2008,4,29,10.48,10.57,10.66,10.925
2008,4,28,10.57,10.66,10.925,11.04
2008,4,25,10.66,10.925,11.04,10.74
2008,4,24,10.925,11.04,10.74,10.66
2008,4,23,11.04,10.74,10.66,10.385
2008,4,22,10.74,10.66,10.385,10.2
2008,4,21,10.66,10.385,10.2,10.47
2008,4,18,10.385,10.2,10.47,10.2
2008,4,17,10.2,10.47,10.2,10.255
2008,4,16,10.47,10.2,10.255,10.06
2008,4,15,10.2,10.255,10.06,10.14
2008,4,14,10.255,10.06,10.14,10.01
2008,4,11,10.06,10.14,10.01,9.97
2008,4,10,10.14,10.01,9.97,10.205
2008,4,9,10.01,9.97,10.205,9.955
2008,4,8,9.97,10.205,9.955,9.805
2008,4,7,10.205,9.955,9.805,9.565
2008,4,4,9.955,9.805,9.565,9.38
2008,4,3,9.805,9.565,9.38,9.695
2008,4,2,9.565,9.38,9.695,9.56
2008,4,1,9.38,9.695,9.56,9.03
2008,3,31,9.695,9.56,9.03,9.935
2008,3,28,9.56,9.03,9.935,9.44
2008,3,27,9.03,9.935,9.44,9.275
2008,3,26,9.935,9.44,9.275,9.315
2008,3,25,9.44,9.275,9.315,9.25
2008,3,24,9.275,9.315,9.25,9.03
2008,3,20,9.315,9.25,9.03,8.68
2008,3,19,9.25,9.03,8.68,9.085
2008,3,18,9.03,8.68,9.085,9.085
2008,3,17,8.68,9.085,9.085,9.595
2008,3,14,9.085,9.085,9.595,9.87
2008,3,13,9.085,9.595,9.87,9.785
2008,3,12,9.595,9.87,9.785,9.7
2008,3,11,9.87,9.785,9.7,9.82
2008,3,10,9.785,9.7,9.82,9.58
2008,3,7,9.7,9.82,9.58,9.825
2008,3,6,9.82,9.58,9.825,9.68
2008,3,5,9.58,9.825,9.68,9.41
2008,3,4,9.825,9.68,9.41,9.195
2008,3,3,9.68,9.41,9.195,9.195
2008,2,29,9.41,9.195,9.195,9.115
2008,2,28,9.195,9.195,9.115,9.105
2008,2,27,9.195,9.115,9.105,9.2
2008,2,26,9.115,9.105,9.2,9.26
2008,2,25,9.105,9.2,9.26,9.22
2008,2,22,9.2,9.26,9.22,8.64
2008,2,21,9.26,9.22,8.64,8.895
2008,2,20,9.22,8.64,8.895,9.015
2008,2,19,8.64,8.895,9.015,8.905
2008,2,15,8.895,9.015,8.905,8.705
2008,2,14,9.015,8.905,8.705,8.345
2008,2,13,8.905,8.705,8.345,8.345
2008,2,12,8.705,8.345,8.345,8.43
2008,2,7,8.345,8.345,8.43,7.985
2008,2,6,8.345,8.43,7.985,7.92
2008,2,5,8.43,7.985,7.92,7.845
2008,2,4,7.985,7.92,7.845,7.605
2008,2,1,7.92,7.845,7.605,7.895
2008,1,31,7.845,7.605,7.895,8.1
2008,1,30,7.605,7.895,8.1,8.185
2008,1,29,7.895,8.1,8.185,8.085
2008,1,28,8.1,8.185,8.085,7.915
2008,1,25,8.185,8.085,7.915,7.84
2008,1,24,8.085,7.915,7.84,7.825
2008,1,23,7.915,7.84,7.825,7.86
2008,1,22,7.84,7.825,7.86,7.96
2008,1,18,7.825,7.86,7.96,8.385
2008,1,17,7.86,7.96,8.385,8.22
2008,1,16,7.96,8.385,8.22,8.22
2008,1,15,8.385,8.22,8.22,8.25
2008,1,14,8.22,8.22,8.25,8.45
2008,1,11,8.22,8.25,8.45,8.155
2008,1,10,8.25,8.45,8.155,7.93
2008,1,9,8.45,8.155,7.93,7.905
2008,1,8,8.155,7.93,7.905,7.575
2008,1,7,7.93,7.905,7.575,7.57
2008,1,4,7.905,7.575,7.57,7.53
2008,1,3,7.575,7.57,7.53,7.88
2008,1,2,7.57,7.53,7.88,7.78
2007,12,31,7.53,7.88,7.78,7.465
2007,12,28,7.88,7.78,7.465,7.13
2007,12,27,7.78,7.465,7.13,6.795
2007,12,26,7.465,7.13,6.795,7.02
2007,12,24,7.13,6.795,7.02,7.035
2007,12,21,6.795,7.02,7.035,7.035
2007,12,20,7.02,7.035,7.035,7.18
2007,12,19,7.035,7.035,7.18,7.17
2007,12,18,7.035,7.18,7.17,7.155
2007,12,17,7.18,7.17,7.155,7.085
2007,12,14,7.17,7.155,7.085,7.09
2007,12,13,7.155,7.085,7.09,7.385
2007,12,12,7.085,7.09,7.385,7.215
2007,12,11,7.09,7.385,7.215,7.085
2007,12,10,7.385,7.215,7.085,6.97
2007,12,7,7.215,7.085,6.97,7.075
2007,12,6,7.085,6.97,7.075,7.295
2007,12,5,6.97,7.075,7.295,7.06
2007,12,4,7.075,7.295,7.06,7.4
2007,12,3,7.295,7.06,7.4,7.005
2007,11,30,7.06,7.4,7.005,7.28
2007,11,29,7.4,7.005,7.28,7.375
2007,11,28,7.005,7.28,7.375,7.49
2007,11,27,7.28,7.375,7.49,7.485
2007,11,26,7.375,7.49,7.485,7.525
2007,11,23,7.49,7.485,7.525,6.785
2007,11,21,7.485,7.525,6.785,6.78
2007,11,19,7.525,6.785,6.78,7.355
2007,11,16,6.785,6.78,7.355,7.275
2007,11,15,6.78,7.355,7.275,7.315
2007,11,14,7.355,7.275,7.315,7.3
2007,11,13,7.275,7.315,7.3,7.15
2007,11,12,7.315,7.3,7.15,6.845
2007,11,9,7.3,7.15,6.845,6.66
2007,11,8,7.15,6.845,6.66,6.92
2007,11,7,6.845,6.66,6.92,7.28
2007,11,6,6.66,6.92,7.28,7.2
2007,11,5,6.92,7.28,7.2,6.805
2007,11,2,7.28,7.2,6.805,6.79
2007,11,1,7.2,6.805,6.79,7.145
2007,10,31,6.805,6.79,7.145,7.16
2007,10,30,6.79,7.145,7.16,7.02
2007,10,29,7.145,7.16,7.02,6.72
2007,10,25,7.16,7.02,6.72,6.465
2007,10,24,7.02,6.72,6.465,6.205
2007,10,23,6.72,6.465,6.205,6.355
2007,10,22,6.465,6.205,6.355,6.49
2007,10,19,6.205,6.355,6.49,6.885
2007,10,18,6.355,6.49,6.885,7.195
2007,10,17,6.49,6.885,7.195,7.11
2007,10,16,6.885,7.195,7.11,7.27
2007,10,15,7.195,7.11,7.27,7.04
2007,10,12,7.11,7.27,7.04,6.625
2007,10,11,7.27,7.04,6.625,6.825
2007,10,10,7.04,6.625,6.825,6.795
2007,10,9,6.625,6.825,6.795,6.695
2007,10,8,6.825,6.795,6.695,6.75
2007,10,5,6.795,6.695,6.75,6.845
2007,10,4,6.695,6.75,6.845,6.88
2007,10,3,6.75,6.845,6.88,6.94
2007,10,2,6.845,6.88,6.94,6.655
2007,10,1,6.88,6.94,6.655,6.455
2007,9,28,6.94,6.655,6.455,6.18
2007,9,27,6.655,6.455,6.18,6.26
2007,9,26,6.455,6.18,6.26,6.47
2007,9,25,6.18,6.26,6.47,6.505
2007,9,24,6.26,6.47,6.505,6.14
2007,9,21,6.47,6.505,6.14,6.065
2007,9,20,6.505,6.14,6.065,6.015
2007,9,19,6.14,6.065,6.015,6.275
2007,9,18,6.065,6.015,6.275,6.345
2007,9,17,6.015,6.275,6.345,6.355
2007,9,14,6.275,6.345,6.355,6.285
2007,9,13,6.345,6.355,6.285,6.225
2007,9,12,6.355,6.285,6.225,6.14
2007,9,11,6.285,6.225,6.14,5.97
2007,9,10,6.225,6.14,5.97,5.605
2007,9,7,6.14,5.97,5.605,5.57
2007,9,6,5.97,5.605,5.57,5.945
2007,9,5,5.605,5.57,5.945,5.745
2007,9,4,5.57,5.945,5.745,5.38
2007,8,31,5.945,5.745,5.38,5.465
2007,8,30,5.745,5.38,5.465,5.565
2007,8,29,5.38,5.465,5.565,5.66
2007,8,28,5.465,5.565,5.66,5.555
2007,8,27,5.565,5.66,5.555,5.35
2007,8,24,5.66,5.555,5.35,5.71
2007,8,23,5.555,5.35,5.71,5.805
2007,8,22,5.35,5.71,5.805,5.805
2007,8,21,5.71,5.805,5.805,5.91
2007,8,20,5.805,5.805,5.91,6.43
2007,8,17,5.805,5.91,6.43,7.14
2007,8,16,5.91,6.43,7.14,6.985
2007,8,15,6.43,7.14,6.985,7.295
2007,8,14,7.14,6.985,7.295,6.895
2007,8,13,6.985,7.295,6.895,7.12
2007,8,10,7.295,6.895,7.12,6.63
2007,8,9,6.895,7.12,6.63,6.52
2007,8,8,7.12,6.63,6.52,6.31
2007,8,7,6.63,6.52,6.31,6.385
2007,8,6,6.52,6.31,6.385,6.09
2007,8,3,6.31,6.385,6.09,6.105
2007,8,2,6.385,6.09,6.105,6.3
2007,8,1,6.09,6.105,6.3,6.265
2007,7,31,6.105,6.3,6.265,6.435
2007,7,30,6.3,6.265,6.435,6.28
2007,7,27,6.265,6.435,6.28,5.785
2007,7,26,6.435,6.28,5.785,5.83
2007,7,25,6.28,5.785,5.83,5.595
2007,7,24,5.785,5.83,5.595,5.66
2007,7,23,5.83,5.595,5.66,5.945
2007,7,20,5.595,5.66,5.945,6.44
2007,7,19,5.66,5.945,6.44,6.545
2007,7,18,5.945,6.44,6.545,6.265
2007,7,17,6.44,6.545,6.265,6.3
2007,7,16,6.545,6.265,6.3,6.255
2007,7,13,6.265,6.3,6.255,6.36
2007,7,12,6.3,6.255,6.36,6.265
2007,7,11,6.255,6.36,6.265,6.595
2007,7,10,6.36,6.265,6.595,6.445
2007,7,9,6.265,6.595,6.445,6.41
2007,7,6,6.595,6.445,6.41,6.175
2007,7,5,6.445,6.41,6.175,6.265
2007,7,3,6.41,6.175,6.265,6.39
2007,7,2,6.175,6.265,6.39,6.25
2007,6,29,6.265,6.39,6.25,6.395
2007,6,28,6.39,6.25,6.395,6.765
2007,6,27,6.25,6.395,6.765,6.76
2007,6,26,6.395,6.765,6.76,6.855
2007,6,25,6.765,6.76,6.855,6.83
2007,6,22,6.76,6.855,6.83,7.03
2007,6,21,6.855,6.83,7.03,7.24
2007,6,20,6.83,7.03,7.24,7.375
2007,6,19,7.03,7.24,7.375,7.47
2007,6,18,7.24,7.375,7.47,7.665
2007,6,15,7.375,7.47,7.665,7.58
2007,6,14,7.47,7.665,7.58,7.475
2007,6,13,7.665,7.58,7.475,7.585
2007,6,12,7.58,7.475,7.585,7.495
2007,6,11,7.475,7.585,7.495,7.475
2007,6,8,7.585,7.495,7.475,7.535
2007,6,7,7.495,7.475,7.535,7.88
2007,6,6,7.475,7.535,7.88,7.845
2007,6,5,7.535,7.88,7.845,7.82
2007,6,4,7.88,7.845,7.82,7.785
2007,6,1,7.845,7.82,7.785,7.55
2007,5,31,7.82,7.785,7.55,7.745
2007,5,30,7.785,7.55,7.745,7.685
2007,5,29,7.55,7.745,7.685,7.535
2007,5,25,7.745,7.685,7.535,7.48
2007,5,24,7.685,7.535,7.48,7.57
2007,5,23,7.535,7.48,7.57,7.55
2007,5,22,7.48,7.57,7.55,7.615
2007,5,21,7.57,7.55,7.615,7.655
2007,5,18,7.55,7.615,7.655,7.885
2007,5,17,7.615,7.655,7.885,7.705
2007,5,16,7.655,7.885,7.705,7.605
2007,5,15,7.885,7.705,7.605,7.635
2007,5,14,7.705,7.605,7.635,7.855
2007,5,11,7.605,7.635,7.855,7.555
2007,5,10,7.635,7.855,7.555,7.625
2007,5,9,7.855,7.555,7.625,7.51
2007,5,8,7.555,7.625,7.51,7.465
2007,5,7,7.625,7.51,7.465,7.67
2007,5,4,7.51,7.465,7.67,7.555
